party,content,target,stance
nor: Socialist Left Party,"De aller fleste av verdens flyktninger er flyktninger innad i sitt eget land, og er ikke omfattet av de internasjonale avtalene om flyktningers rettigheter.",Immigration,NONE
irl: Progressive Democrats,This would compel asylum seekers to remain in asylum centres while their applications are being considered.,Immigration,AGAINST
esp: Popular Party,"Existe una muy escasa movilidad estudiantil, lo que frena la competencia entre universidades.",Immigration,NONE
deu: Social Democratic Party of Germany,"Denjenigen, die nach Deutschland eingewandert sind, wollen wir mehr Teilhabe ermöglichen.",Integration,FAVOR
deu: Free Democratic Party,"Egal woher ein Mensch kommt, welchen Hintergrund er hat:",Immigration,FAVOR
fin: Swedish People’s Party,fördjupa samarbetet i migrationsfrågor och arbeta för att uppehållstillstånd beviljade av nordiska länder ska godkännas i hela Norden,Immigration,FAVOR
nor: Norwegian Labour Party,Vi har et stort ansvar for å beskytte og å bistå ofre for menneskehandel som befinner seg i Norge,Immigration,FAVOR
nld: Green Left,"25. Migranten zonder verblijfsvergunning moeten veilig  aangifte kunnen doen, zonder dat hun persoonsgegevens  worden doorgeleid aan de vreemdelingenpolitie.",Immigration,FAVOR
aut: Austrian Freedom Party,Für die schweren Formen der Schlepperei - z.B. bei Todesfolge - wurden die Strafdrohungen auf bis zu 10 Jahre Freiheitsstrafe erhöht.,Immigration,AGAINST
nld: Christian Democratic Appeal,Gescheiden inburgeringscursussen krijgen geen publieke financiering.,Integration,AGAINST
deu: Alliance‘90/Greens,Wir fordern die Beibehaltung der Visumsfreiheit für Serbien und Mazedonien,Immigration,FAVOR
deu: Christian Democratic Union/C.Social Union ,"Wir treten zugleich für den Schutz politisch Verfolgter ein, wie es unserem Grundgesetz und der aus unserem christlich geprägten Menschenbild entspringenden Verantwortung entspricht.",Immigration,FAVOR
nor: Norwegian Labour Party,". Vi vil oppmuntre til mangfold, og bekjempe all diskriminering i arbeidslivet",Integration,FAVOR
esp: United Left,El gobierno español ha tenido el dudoso honor de encabezar algunas de las propuestas más duras.,Immigration,AGAINST
deu: Party of Democratic Socialism,"Wir streiten auf seiner Grundlage für den Vorrang sozialer Verantwortung,",Integration,FAVOR
can: Conservative Party of Canada,"Grâce à cette nouvelle mesure, il sera plus facile pour les nouveaux Canadiens de trouver un emploi mettant pleinement à profit leur expérience et leur expertise.",Integration,FAVOR
deu: Alliance‘90/Greens,Deswegen setzen wir uns auch in den Staaten östlich der EU für eine weitere Unterstützung der demokratischen Reformbemühungen ein,Immigration,FAVOR
nld: Christian Union,Op hun beurt zullen vreemdelingen moeten participeren en de wil tonen tot integratie in de Nederlandse samenleving.,Integration,FAVOR
dnk: Socialist People’s Party,"Det er vigtigt med integration gennem job og uddannelse og en boligpolitik, som modvirker ghettoer.",Integration,AGAINST
nor: Christian People’s Party,". Så sant arbeidets art tillater det, bør det legges til rette for avtaler om livsfasetilpasset arbeidstid for et visst tidsrom.",Integration,FAVOR
nor: Norwegian Labour Party,"satse på særskilt oppfølging av utsatte grupper på arbeidsmarkedet, herunder langtidsledige, personer med nedsatt funksjonsevne og innvandrerkvinner",Integration,FAVOR
aut: Austrian Freedom Party,und Vertriebenen wenig Augenmerk gewidmet.,Immigration,NONE
deu: Social Democratic Party of Germany,Außerdem werden wir uns mit Nachdruck um die Verbesserung der Qualifikation von Migrantinnen und Migranten einschließlich der Sprachförderung und der Anerkennung ihrer ausländischen Qualifizierungen kümmern.,Integration,FAVOR
aus: Liberal Party of Australia,"We will ensure a minimum of 1,000 places are available for women at risk and their dependents and appropriate settlement services are available once they arrive in Australia",Integration,FAVOR
nor: Christian People’s Party,"Det må i sterkere grad fokuseres på ressursene hvert individ representerer, i stedet for å problematisere en hel gruppe.",Integration,FAVOR
esp: Popular Party,"Prohibiremos por ley las regularizaciones masivas, transmitiendo así un mensaje claro e inequívoco de rechazo a la inmigración ilegal.",Immigration,AGAINST
nld: Christian Democratic Appeal,Van nieuwkomers mogen we verwachten dat zij een extra inzet leveren om hun plaats te vinden in de samenleving.,Integration,FAVOR
esp: Popular Party,-Garantizaremos los derechos de los padres en relación con las modalidades de escolarización más acordes a las necesidades educativas de sus hijos.,Integration,FAVOR
deu: The Left,DIE LINKE will Frontex auflösen und kämpft für eine humane und solidarische Flüchtlingspolitik.,Immigration,FAVOR
deu: Alliance‘90/Greens,"Menschen, die nichts weiter getan haben, als in Deutschland Zuflucht zu suchen, sitzen in Abschiebehaft.",Immigration,FAVOR
deu: Free Democratic Party,"Wir wollen, dass der Staat sein Verhältnis zu den Religionsgemeinschaften in einer Weise definiert, die allen Religionen und ihren Gläubigen gerecht wird.",Integration,FAVOR
nld: Christian Union,"Vreemdelingenbeleid en integratiebeleid werden ‘streng en rechtvaardig’, maar in de toepassing ging te vaak de menselijkheid verloren.",Immigration,AGAINST
deu: Alliance‘90/Greens,"Herkunft, Hautfarbe, Behinderung, Alter, Religion, sexuelle Identität und Geschlecht dürfen keine Rolle spielen.",Integration,FAVOR
aus: Australian Greens,"increased provision of emergency accommodation and transitional housing for people in need (including women and children affected by family violence, people experiencing homelessness, refugees and asylum seekers, migrants and people released from detention) with sufficient exit options to long term housing.",Integration,FAVOR
nor: Christian People’s Party,Asyl: Fristed for personer som er flyktninger i flyktningkonvensjonens forstand.,Immigration,NONE
esp: United Left,"En todo caso nos encontramos en una regulación restrictiva realizada al amparo del endurecimiento de las políticas de inmigración en toda la Unión Europea, que está generando que una parte creciente de nuestra sociedad se encuentre al margen del ejercicio de derechos humanos más elementales.",Immigration,FAVOR
nor: Centre Party,gjennomgå reglene for familiegjenforening og ekteskapsoppløsning.,Immigration,FAVOR
deu: The Left,"Eine demokratische Gesellschaft gründet auf dem gegenseitigen Versprechen aller Gesellschaftsmitglieder, sich als Gleiche zu achten und zu respektieren.",Integration,FAVOR
"esp: Union, Progress and Democracy","395 - Reparto más equitativo entre los países miembros de los costes de control de inmigración en las puertas de entrada a la UE,",Immigration,NONE
deu: Christian Democratic Union/C.Social Union ,Sie sind Experimentierfelder für Innovation und Fortschritt ebenso wie bevorzugte Ziele der Zuwanderung.,Immigration,FAVOR
esp: Spanish Socialist Workers’ Party,"Las resoluciones negativas de la Administración, en todo caso, garantizarán la audiencia del interesado y serán siempre motivadas.",Immigration,FAVOR
deu: Christian Democratic Union/C.Social Union ,"Wir werden auf eine stärkere Zusammenarbeit von Grenzschutz, Polizei und Justiz der beteiligten Länder hinwirken",Immigration,AGAINST
aut: Austrian Freedom Party,Durch Zuwanderung vor allem aus außereuropäischen Ländern,Immigration,AGAINST
nld: Christian Union,"Het voorkomen van illegale immigratie is op de lange duur alleen kansrijk, als ook wordt gewerkt aan verbetering van de leef- en werkomstandigheden in de landen van herkomst.",Immigration,AGAINST
fin: Finnish Rural Party,Näin myös nuorten naisten vakinaisen työpaikan saaminen käytännössä helpottuisi.,Integration,FAVOR
fin: Finnish Rural Party,"Tavalliset maahanmuuttajat arvostavat samoja asioita kuin tavalliset suomalaisetkin: kohtuullisia veroja, hyvää koulutusjärjestelmää, yhteiskuntarauhaa ja turvallisuutta.",Integration,FAVOR
nld: Green Left,"Als na drie jaar nog geen deﬁnitieve beslissing op het asielverzoek is genomen, wordt een verblijfsvergunning toegekend.",Immigration,FAVOR
deu: Alliance‘90/Greens,Ungeachtet dessen muss die EU in der Gestaltung ihrer Nachbarschaftspolitik aktiver werden.,Immigration,FAVOR
usa: Democratic Party,"And we will ensure that law-abiding Americans of any origin, including Arab-Americans and Muslim-Americans, do not become the scapegoats of national security fears.",Integration,FAVOR
deu: Social Democratic Party of Germany,"und sie in ihren Anstrengungen fördern, an der gemeinsamen Kultur in unserem Land teilzuhaben.",Integration,FAVOR
esp: Aragonist Council,"diseñar un Programa contra las Infracciones en Legislación Laboral, centrado en la lucha contra la precariedad laboral, la siniestralidad y la discriminación por razón de género.",Integration,FAVOR
deu: Alliance‘90/Greens,"Von Menschen mit Migrationshintergrund, die sich längst integriert haben, aber doch überall nur auf ihre Herkunft reduziert und diskriminiert werden.",Integration,FAVOR
fin: Left Wing Alliance,On tärkeätä turvata muuttajien oikeudet inhimillisellä tavalla kaikissa olosuhteissa.,Immigration,FAVOR
dnk: Red-Green Unity List,Den får hele samfund til at bryde sammen og er årsagen til borgerkrige og flygtningestrømme.,Immigration,NONE
aut: Austrian Freedom Party,und Dolmetscher vom Fremden zu finanzieren.,Integration,AGAINST
nld: Reformed Political Party,Mogelijkheden voor opvang van vluchtelingen in de regio van herkomst moeten vergroot worden.,Immigration,FAVOR
nld: Democrats‘66,Ook moeten zij altijd onderwijs kunnen volgen.,Integration,FAVOR
deu: Social Democratic Party of Germany,"Niemand darf wegen Herkunft, Hautfarbe, ethnischer Zugehörigkeit, Staatsangehörigkeit oder sexueller Identität als Schwuler oder als Lesbe diskriminiert werden",Integration,FAVOR
fin: Christian Democrats in Finland,"Vastavalmistuneelle myönnetään lyhytaikainen työnhakuviisumi, jos vastavalmistunut ei saa heti työpaikkaa, mutta haluaa jäädä maahamme työhön.",Integration,FAVOR
usa: Democratic Party,"President Obama’s administration has streamlined the process of legal immigration for immediate relatives of U.S. citizens,",Immigration,FAVOR
deu: Alliance‘90/Greens,Deutschland wird damit seiner humanitären Verantwortung in der Welt nicht gerecht.,Immigration,FAVOR
deu: Alliance‘90/Greens,Umfassende Aufklärung der Betroffenen über ihre Rechte und angemessener Rechtsschutz müssen eine Selbstverständlichkeit sein.,Integration,FAVOR
nld: Socialist Party,"Uit de hele wereld zijn mensen naar ons land gekomen om er te werken, om zich te verenigen met hun familie, of omdat zij hun leven in hun eigen land van oorsprong niet zeker zijn.",Immigration,FAVOR
nor: Norwegian Labour Party,". Det er et mål at flere med minoritetsbakgrunn deltar aktivt i frivillig arbeid, både barn og voksne.",Integration,FAVOR
nld: Party of Freedom,Niet-Nederlanders die een misdrijf plegen direct uit Nederland verwijderen,Immigration,AGAINST
esp: Canarian Coalition,Actuar de forma coordinada con el Gobierno de España para eliminar la economía sumergida y la contratación irregular de inmigrantes que ocasiona un efecto llamada no sólo entre la población extranjera sino también en las maﬁas que traﬁcan con personas.,Integration,AGAINST
nor: Socialist Left Party,. Også minoritetsspråkene i Norge må få høyere status i det offentlige rom.,Integration,FAVOR
nor: Christian People’s Party,. Det må legges til rette for et fleksibelt og mangfoldig barnehagetilbud av god kvalitet til alle som ønsker det,Integration,FAVOR
nld: Socialist Party,Uitval kan worden bestreden door individuele contracten en borgsommen.,Integration,FAVOR
irl: Progressive Democrats,Romanian and Bulgarian nationals will continue to have to apply for work permits to work in Ireland.,Immigration,NONE
nld: Democrats‘66,‘Expats’ lopen bij het verlengen van hun contract of het veranderen van baan binnen Nederland onnodig risico op het verliezen van een verblijfsvergunning.,Immigration,AGAINST
nld: Party for the Animals,De oorzaken van massale immigratie moeten aangepakt worden.,Immigration,AGAINST
nor: Conservative Party,"klargjøre ansvarslinjene mellom offentlige myndigheter for å sikre et bedre tilbud til kvinner og barn som opplever vold i nære relasjoner eller som frykter tvangsekteskap, kjønnslemlestelse eller menneskehandel.",Integration,FAVOR
usa: Republican Party,"•Private sector initiatives, rather than public assistance, can best improve material conditions in Indian communities.",Integration,FAVOR
nld: Christian Union,"Ze geeft jong en oud, mensen met allerlei verschillende culturele en religieuze achtergronden de gelegenheid samen te spelen.",Integration,FAVOR
esp: United Left,"Replantear el actual modelo migratorio, procediendo en primer lugar, con carácter de urgencia, a la derogación de los artículos y disposiciones de la LOEx anulados por el Tribunal Constitucional y abriendo de inmediato el proceso de elaboración de una verdadera Ley de Derechos y Libertades de los Extranjeros en España que derogue la actualmente en vigor y que garantice la necesaria coordinación entre los distintos Ministerios y Administraciones.",Integration,FAVOR
aut: Austrian Freedom Party,"Politische Agitation ist in jedem Fall an die Staatsbürgerschaft gebunden, der Zuwiderhandlende verliert die Aufenthaltsgenehmigung.",Integration,AGAINST
nor: Socialist Left Party,SV vil arbeide for at alle typer oppholdstillatelser skal gi rett til familiegjenforening.,Immigration,FAVOR
deu: Alliance‘90/Greens,"Vergewaltigung von Frauen im Krieg, Verstümmelung der Genitalien und Zwang zu Abtreibungen sind elementare Menschenrechtsverletzungen und für uns anzuerkennende Asylgründe",Immigration,FAVOR
nld: Labour Party,Een eerlijke verdeling van lusten en lasten.,Integration,FAVOR
nld: Christian Union,"Als vluchtelingen zich in ons land melden, hebben zij recht op een snelle en zorgvuldige procedure.",Immigration,FAVOR
esp: United Left,"Algunos argumentarán que con las altas tasas de paro que sufren en la actualidad los países europeos, es imposible permitir la entrada a los habitantes del Tercer Mundo; pero entonces, el problema es de empleo y no de población.",Immigration,FAVOR
esp: Popular Party,Apoyamos el desarrollo de una Carta de los Derechos fundamentales que recopile y consolide en un documento único los derechos y libertades de que gozan los ciudadanos en la Unión Europea.,Integration,FAVOR
esp: United Left,"- Medidas específicas para la integración de la población inmigrante y de etnias minoritarias, para una integración familiar en nuestra sociedad.",Integration,FAVOR
dnk: Social Democratic Party,"Og Socialdemokraterne vil sikre, at udlændingelovgivningen og administrationen af den på alle punkter er i overensstemmelse med menneskerettighederne og Danmarks internationale forpligtelser.",Integration,FAVOR
aut: Austrian Freedom Party,Hohe Arbeitslosenzahlen gestatten daher keine Zuwanderung von Arbeitskräften mit nicht nachgefragten Qualifikationen.,Immigration,AGAINST
esp: Popular Party,"así como a fomentar la ausencia de discriminación en la vida económica, social y cultural, y a desarrollar medidas contra el racismo y la xenofobia.",Integration,FAVOR
aut: Austrian People’s Party,"Wir treten daher aktiv für die Bekämpfung aller Formen von Diskriminierungen, sei es aufgrund des Geschlechts, der Rasse, der ethnischen Herkunft, der Religion oder der Weltanschauung, einer Behinderung, des Alters oder der sexuellen Ausrichtung ein.",Integration,FAVOR
esp: United Left,"Cierre de los Centros de Internamiento para Extranjeros y, mientras esta no se produce, cumplimiento estricto de las previsiones legales que establecen su carácter no penitenciario y la garantía efectiva de los derechos de los internos con la máxima transparencia y el derecho a la fiscalización de las organizaciones sociales.",Immigration,FAVOR
usa: Republican Party,The current Administration’s approach to immigration has undermined the rule of law at every turn.,Immigration,AGAINST
aut: The Greens,"Sie haben für alle zu gelten ­ auch für Frauen, auch für Menschen mit körperlichen oder geistigen Besonderheiten, auch für MigrantInnen, und unabhängig von der sexuellen Orientierung, der Religion oder dem Alter.",Integration,FAVOR
nor: Christian People’s Party,at enslige mindreårige flyktninger bør få tilbud om en norsk kontaktfamilie i nærmiljøet som kan tilby voksenkontakt og aktiviteter.,Immigration,FAVOR
deu: Social Democratic Party of Germany,Deutsch muss als Arbeitssprache im ersten Schuljahr für alle Migrantenkinder möglich sein.,Integration,FAVOR
swe: Centre Party,"All diskriminering på grund av kön,",Integration,FAVOR
aut: Austrian People’s Party,Das muss auch für den Familiennachzug gelten.,Immigration,AGAINST
deu: The Left,"Es muss Schluss damit sein, dass die Minderheiten ihre verbrieften Ansprüche immer wieder aus einer »Bittsteller-Rolle« heraus einfordern müssen;",Integration,FAVOR
nld: Reformed Political Party,Ons land is klein en dichtbevolkt.,Immigration,AGAINST
deu: Christian Democratic Union/C.Social Union ,"Zugleich leistet die auswärtige Kultur-und Bildungspolitik Deutschlands in anderen Ländern einen wichtigen Beitrag zur Völkerverständigung und europäischen Integration, indem wir selbst mehr über die Lebensumstände, Interessen und Traditionen unserer Nachbarn und anderer Nationen erfahren.",Immigration,FAVOR
can: Conservative Party of Canada,"o nous avons officiellement clos des chapitres sombres de notre histoire - par exemple, la politique sur les pensionnats indiens et la taxe d'entrée visant à contrer l'immigration chinoise;",Immigration,NONE
nor: Liberal Party,Øke antallet kvoteflyktninger fra FN.,Immigration,FAVOR
aut: Austrian Social Democratic Party,Die Diversität soll auch stärker als Chance wahrgenommen werden:,Integration,FAVOR
deu: Party of Democratic Socialism,wir fordern im Kultur- und Jugendbereich mehr Mittel zur Förderung demokratischer Jugendkultur,Integration,FAVOR
nld: Christian Democratic Appeal,Waar het gaat om de opvang en bescherming van mensen op de vlucht in hun eigen land (de zoge-naamde Internally Displaced People) is het nodig dat de UNHCR expliciet het mandaat krijgt;,Immigration,FAVOR
nld: Christian Union,Ze integreert en brengt zelfs veel jongeren over de grenzen van ons land.,Integration,NONE
deu: Christian Democratic Union/C.Social Union ,An diesem Ziel werden wir die Wohnungspolitik ausrichten.,Integration,FAVOR
swe: Green Ecology Party,validera eller komplettera sin utbildning och få jobb.,Integration,FAVOR
nor: Socialist Left Party,"Arbeidstakere som arbeider i Norge må være sikret de samme lønns- og arbeidsvilkår, uansett hvilket land de kommer fra.",Integration,FAVOR
nld: Green Left,Asielzoekers worden in staat gesteld in elke fase van hun  asielprocedure nieuwe feiten en omstandigheden in te  brengen.,Immigration,FAVOR
che: Social Democratic Party of Switzerland ,Mehr  Mittel für Integrationsprogramme für Kinder und Eltern aus zugewanderten Familien sind unerlässlich.,Integration,FAVOR
dnk: Liberals,"Vi skal fortsat forbedre fagligheden, så vore unge kan konkurrere med de kvikkeste hoveder i verden,",Integration,FAVOR
irl: Familiy of the Irish,"We will support schools dealing with new challenges posed by immigration,",Integration,FAVOR
deu: Alliance‘90/Greens,"Wo selbst die Tatsache jahrzehntelanger Einwanderung geleugnet wird, kann zukünftige Einwanderung nicht human gestaltet werden",Integration,FAVOR
esp: Spanish Socialist Workers’ Party,"Vamos a prevenir eficazmente los movimientos y las llegadas irregulares de personas a nuestras fronteras, combatiendo con firmeza y contundencia a las redes de inmigración ilegal,",Immigration,AGAINST
dnk: Liberals,"Venstre ønsker, at de i de første 7 år kun skal have en midlertidig opholdstilladelse,",Integration,AGAINST
nor: Norwegian Labour Party,Krav om etisk ansvarlighet og anstendighet gjelder også for næringsliv og offentlige virksomheter,Integration,FAVOR
deu: Alliance‘90/Greens,Dabei kommt der interkulturellen Kulturarbeit eine besondere Bedeutung für das Zusammenleben in der multikulturellen Gesellschaft zu.,Integration,FAVOR
esp: Convergence and Union,"afrontar el fenómeno de las migraciones de ciudadanos prove nientes de países menos desarrollados desde la óptica de la integración social,",Integration,FAVOR
esp: Convergence and Union,"Por eso desde Convergencia i Unió queremos promover una actuación global de prevención, atención y apoyo a la persona en situación de riesgo de exclusión social.",Integration,FAVOR
che: Christian Social Party,"Menschen, welche das Bedürfnis haben, ihren Glauben zu leben, haben das Recht, dies auf würdevolle Art zu tun.",Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Eine Voraussetzung für die Einbürgerung sind ausreichende deutsche Sprachkenntnisse.,Integration,AGAINST
deu: Alliance‘90/Greens,Fünf Jahre nach den Brandanschlägen von Solingen und Lübeck ist rechtsextremistische Gewalt weiter bitterer Alltag,Integration,FAVOR
deu: Social Democratic Party of Germany,"Aber ob Integration und Zusammenleben gelingen, entscheidet sich in der Kommune, in den Stadtteilen, in den Nachbarschaften.",Integration,FAVOR
esp: Popular Party,"Deberán informar de la no utilización por parte del extranjero, con visado de estancia temporal, del billete de vuelta en la fecha prevista.",Immigration,AGAINST
nld: Green Left,"Zij zijn bruggenbouwers tussen meerderheid en minderheden, tussen Nederland en de wereld.",Integration,FAVOR
che: Swiss People’s Party,"begrüsst die Schaffung von Möglichkeiten, wonach  ausländische Straftäter ihre Haftstrafe im Ausland verbüssen;",Immigration,AGAINST
deu: Alliance‘90/Greens,Und wir brauchen bessere Beratungsangebote.,Integration,FAVOR
nor: Liberal Party,Venstre vil arbeide for mer smidig regelverk for utenlandsk akademisk arbeidstillatelse og for bedre ﬁnansieringsmuligheter for å lønne toppfolk.,Immigration,FAVOR
nld: Christian Union,"Waar hoofddoekjes niet tot functionele bezwaren leiden, vormt dit evenmin een belemmering.",Integration,FAVOR
nld: Socialist Party,"In de praktijk blijkt dit niet voldoende bescherming te bieden, bij terugkomst in het eigen land lopen veel slachtoffers alsnog gevaar.",Immigration,FAVOR
aus: Australian Greens,monitor access and equity outcomes for Australia's culturally and linguistically diverse community and include this data in annual reports and reports to Parliament.,Integration,FAVOR
fin: Finnish Rural Party,Törkeän rikoksen tai paljon rikoksia tehneen maahanmuuttajan karkottamisen tulee olla mahdollista nykyistä useammin.,Integration,AGAINST
nld: Party of Freedom,Turkije in de EU dan Nederland eruit,Immigration,AGAINST
che: Social Democratic Party of Switzerland ,Das Integrationsziel betrifft einfache Menschen genauso wie die von den multinationalen Gesellschaften beschäftigten oberen Kader und deren Familien.,Integration,FAVOR
aut: Austrian Freedom Party,Weitere Verringerung des Zuzuges von Fremden.,Immigration,AGAINST
deu: Social Democratic Party of Germany,Demokratie hört nicht an der Bürotür und am Werktor auf.,Integration,FAVOR
nld: Party of Freedom,Terugdraaien openstelling arbeidsmarkt voor Polen en niet openstellen voor Roemenen en Bulgaren,Immigration,AGAINST
dnk: Danish People’s Party,og de vil forbyde visse udtalelser.,Integration,AGAINST
deu: Social Democratic Party of Germany,und den Sicherheitsbedürfnissen der Arbeitnehmerinnen und Arbeitnehmer.,Integration,FAVOR
esp: Popular Party,"Crearemos un nuevo sistema de permisos para la entrada legal en España, estableciendo vías que sirvan eficazmente para que lleguen a nuestro país el número de inmigrantes adecuado y que sean aquellos que puedan integrarse con mayor facilidad.",Immigration,FAVOR
aut: Austrian Social Democratic Party,Ebenso wollen wir die Chancen von Menschen mit Migrationshintergrund für höhere Bildungsabschlüsse und,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,- Reivindicaremos las relaciones bilaterales con los países árabes basadas en nuestro compromiso con la legalidad internacional y el pleno respeto de los derechos humanos.,Immigration,FAVOR
nld: Party of Freedom,40 procent (!) van het geld in de bijstand wordt gebruikt voor niet-westerse allochtonen.,Integration,AGAINST
nld: Reformed Political Party,Integratie wordt bevorderd wanneer nieuwkomers weten waar zij aan toe zijn en wat zij in het land van aankomst kunnen verwachten.,Integration,FAVOR
deu: Free Democratic Party,"-   Die Länder sollen die Möglichkeit haben, nachgelagerte Studiengebühren zuzulassen.",Integration,FAVOR
dnk: Liberals,Nye redskaber for kommunerne for at undgå social udstødning og etnisk isolation i de voksende ghetto-områder.,Integration,FAVOR
deu: Social Democratic Party of Germany,Sie sollen auch erste Schritte im Erlernen des Umgangs mit neuen Medien erproben.,Integration,FAVOR
che: Social Democratic Party of Switzerland ,"Die SP ist der Auffassung, dass der Staat eine Rolle zu spielen hat und dass es seine Aufgabe ist, eine Integrationspolitik zu betreiben, die in erster Linie die Tatsachen der Immigration berücksichtigt.",Integration,FAVOR
irl: Progressive Democrats,and procedures are respected not only in the interests of our own citizens but also in support of international efforts to combat transnational crime syndicates which exploit migrants.,Immigration,NONE
nor: Conservative Party,det etableres unntaksordninger for personer med spesielle behov.,Integration,FAVOR
deu: Alliance‘90/Greens,Wir wollen keine „Festung Europa“.,Immigration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Wir setzen uns auch im Interesse der Betroffenen für zügige Verfahren bei Ausländerbehörden und Verwaltungsgerichten ein.,Immigration,FAVOR
swe: Sweden Democrats,Ett ökat stöd till kvinnor som lever under religiöst och hedersrelaterat förtryck i Sverige.,Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,9. Wir werden die Sicherheit in unserem Land gegen innere und äußere Gefahren bewahren.,Integration,NONE
esp: Spanish Socialist Workers’ Party,favorecer la inmigración legal -procurando la adaptación entre las necesidades del mercado laboral europeo y los y las trabajadores inmigrantes-,Immigration,FAVOR
aus: Australian Greens,"Globally, waves of refugees follow periods of conflict.",Immigration,NONE
deu: The Left,"Eine starke LINKE, das zeigt der Blick auf die Verhältnisse in anderen Ländern Europas, kann eine Barriere gegen das Anwachsen von antidemokratischen, nationalistischen und rassistischen Tendenzen sein.",Integration,FAVOR
fin: Finnish Rural Party,Tällainen loputon vastaan tuleminen ei kannusta kielen opiskeluun.,Integration,FAVOR
deu: Social Democratic Party of Germany,"Wir wollen mit besonderen Förderprogrammen und Modellprojekten dazu beitragen, dass die Position von Migrantinnen und Migranten im Erwerbsleben besser wird.",Integration,FAVOR
deu: Alliance‘90/Greens,"Staat, Gesellschaft und Wirtschaft ignorieren noch viel zu häufig die vielfältigen Kompetenzen und Potenziale von Migrantinnen und Migranten.",Integration,FAVOR
esp: Spanish Socialist Workers’ Party,Canalización ordenada de los flujos migratorios.,Immigration,NONE
esp: Canarian Coalition,así como a la expulsión y devolución de los inmigrantes.,Immigration,AGAINST
deu: Christian Democratic Union/C.Social Union ,Unser Fahrplan dafür ist der Nationale Aktionsplan Integration.,Integration,FAVOR
nor: Christian People’s Party,"Norsk politikk overfor flyktninger, asylsøkere og arbeidssøkere må bygge på toleranse, ikke-diskriminering, likeverdighet og rettferdighet.",Integration,FAVOR
can: Conservative Party of Canada,"o nous avons reconnu le rejet délibéré des réfugiés juifs avant et pendant la Deuxième Guerre mondiale, l'internement de « sujets de pays ennemis» pendant les deux Guerres mondiales, et l'incident du Komagata Maru en 1914; et",Immigration,NONE
deu: Alliance‘90/Greens,Chancengleichheit beim Zugang zu Bildung bleibt so unverwirklicht.,Integration,NONE
aut: Alliance for the Future of Austria,"„Die Moscheen sind unsere Kasernen, die Minarette unsere Bajonette, die Kuppeln unsere Helme und die Gläubigen unsere Soldaten.\"" Dieser Satz stammt vom türkischen Politiker Erdogan und dokumentiert eindrucksvoll, dass Maßnahmen gegen die schleichende Islamisierung dringend notwendig sind",Integration,AGAINST
esp: Basque Solidarity,"Reconocer de forma efectiva la lengua de signos, posibilitando la integración real de las personas con discapacidad auditiva.",Integration,FAVOR
nor: Norwegian Labour Party,. Regulert innvandring er en forutsetning for å lykkes i integreringspolitikken,Immigration,AGAINST
nld: Christian Union,Tegelijk is veel integratiebeleid versmald tot islambeleid dat via de moskee wordt uitgevoerd.,Integration,AGAINST
deu: Alliance‘90/Greens,"Gerade in Zeiten, in denen immer mehr Menschen während ihres Berufslebens in unterschiedlichen EU-Mitglieds-ländern tätig sind, wollen wir eine verbesserte Anrechnung von Renten- und Arbeitslosenansprüchen erreichen",Immigration,FAVOR
esp: Popular Party,"Exigiremos la colaboración de las compañías aéreas para evitar el embarque de personas que quieren entrar irregularmente, reforzando los mecanismos de sanción.",Immigration,AGAINST
dnk: Conservative People’s Party,Antallet af opholdstilladelser er ikke længere over 17.000  om året.,Immigration,NONE
irl: Familiy of the Irish,by appointing a Minister of State for Immigrant Affairs,Immigration,NONE
nld: Green Left,14. Voor huwelijksmigranten van buiten de EU gaat dezelfde  inkomenstoets gelden als voor EU-burgers.,Immigration,NONE
nor: Progress Party,"Fremskrittspartiet mener at Norge bør være  engasjert i å hjelpe flyktninger, men mener  at de best kan hjelpes i sine geografiske og  kulturelle nærområder.",Immigration,AGAINST
aut: Austrian Freedom Party,"Einrichtung von verpflichtenden Vorbereitungsklassen für schulpflichtig gewordene fremdsprachige Kinder, die als außerordentliche Schüler gelten, ab dem Zeitpunkt der Schuleinschreibung.",Integration,FAVOR
swe: Liberal People’s Party,I kölvattnet på den misslyckade integrationen följer ett socialt utanförskap och en isolering som ibland präglar hela stadsdelar och även förs vidare till nästa generation.,Integration,NONE
deu: The Left,"Waren es in den 90er Jahren die Innenminister Schäuble und Kanther, die mit ihrer »Das-Boot-ist-voll«-Rhetorik neofaschistische Gewalt begünstigten, sind es heute Bundesinnenminister Friedrich und etliche Länderminister, die gegen Roma und Flüchtlinge hetzen.",Integration,NONE
deu: Christian Democratic Union/C.Social Union ,Den Schutz des religiösen Bekenntnisses gegen verletzende Angriffe und Beschimpfungen wollen wir verstärken,Integration,FAVOR
aut: Austrian People’s Party,Wir wollen den Computereinsatz in die laufende Unterrichtsgestaltung einfließen lassen,Integration,FAVOR
aut: Austrian Freedom Party,In diesem Zusammenhang sollen folgende Initiativen ergriffen werden:,Immigration,AGAINST
