party,content,target,stance
dnk: Socialist People’s Party,"Giv dem teoretiske redskaber som dansk, matematik, sprog mv.",Integration,FAVOR
nor: Socialist Left Party,"SV vil derfor foreslå utvidede rammer for lønnsoppgjøret i offentlig sektor, en likelønnspott, for å nå dette målet.",Integration,FAVOR
deu: The Left,Das bürgerschaftliche Engagement von Migrantinnen und Migranten ist von besonderer Bedeutung für das Zusammenleben und die Teilhabe.,Integration,FAVOR
nor: Liberal Party,Det er samfunnets ansvar å gi alle borgere mulighet og frihet til å ta ansvar og forme sin egen framtid.,Integration,FAVOR
nld: Christian Union,"Een weg tussen onverdraagzaamheid en polari-satie aan de ene kant, en gelijkschakeling en neutraliteitsdwang aan de andere kant.",Integration,NONE
deu: The Left,ein eigenständiges Aufenthaltsrecht ab dem ersten Tag der Ehe,Immigration,FAVOR
nor: Progress Party,"Asylstatus skal bare innvilges etter individuell  behandling og grundig vurdering av søknader  om asyl, og ikke kollektivt til grupper.",Immigration,AGAINST
deu: Christian Democratic Union/C.Social Union ,Deutschland ist ein weltoffenes und gastfreundliches Land.,Immigration,FAVOR
deu: Alliance‘90/Greens,"und das Flughafenverfahren, bei dem asylsuchende Menschen bereits am Flughafen festgehalten werden.",Immigration,AGAINST
nld: Party of Freedom,"Mensen weigeren na een afwijzing te vertrekken, vervolgens organiseert de staatstelevisie acties om deze weigeraars als zielig te portretteren, gesteund door linkse gesubsidieerde actiegroepen.",Immigration,AGAINST
aut: Austrian People’s Party,"Wer in Österreich Asyl bekommt, muss wissen, dass er nicht tun und lassen kann, was er will.",Immigration,AGAINST
aut: Austrian Communist Party,Der gesellschaftliche Interessenausgleich ist verlorengegangen.,Integration,AGAINST
fin: Green Union,"Edelleen jatkuvassa Euroopan yhdentymisen prosessissa on erityisesti vahvistettava kansalaisten vaikutusmahdollisuuksia, sosiaalista oikeudenmukaisuutta, vähemmistöjen oikeuksia, ilmastonmuutoksen torjuntaa, talouden hallintaa ja ympäristön kestävyyttä.",Immigration,FAVOR
esp: Popular Party,"Convertiremos el Servicio Marítimo de la Guardia Civil en un servicio integral, dotado de todos los medios navales y aéreos necesarios para el control eficaz de la entrada de inmigrantes irregulares por vía marítima.",Immigration,AGAINST
nld: Green Left,"Zonder de nieuwkomers zouden literatuur, popmuziek en sport veel saaier zijn.",Integration,FAVOR
nld: Christian Union,In veel gevallen ligt de oorzaak in een inkomen dat te klein is om alle noodzakelijke kosten te betalen.,Integration,NONE
dnk: Liberals,Nye redskaber for kommunerne for at undgå social udstødning og etnisk isolation i de voksende ghetto-områder.,Integration,FAVOR
deu: Alliance‘90/Greens,"Kultur kann Dialoge mit Ländern eröffnen, zu denen es keine weiteren Zugänge gibt.",Integration,FAVOR
deu: Alliance‘90/Greens,"Wir brauchen aber unabhängige und verlässliche Informationen, wie es Flüchtlingen nach der Abschiebung in ihren Herkunftsländern wie z. B. Iran und Kosovo ergeht und inwieweit sie wieder verfolgt oder diskriminiert werden.",Immigration,FAVOR
usa: Republican Party,Experience shows that enforcement of existing laws is effective in reducing and reversing illegal immigration.,Immigration,AGAINST
nld: Party of Freedom,Moskeeën sluiten waar geweld wordt gepropageerd,Integration,AGAINST
che: Green Party of Switzerland,Mit einer verstärkten Entwicklungszusammenarbeit und aktiver internationaler Friedenspolitik muss die Schweiz als eines der reichsten Länder der Welt ihre Verantwortung wahrnehmen und ihren Beitrag zur Bekämpfung der Ursachen der weltweiten Migration wahrnehmen.,Immigration,FAVOR
aut: Alliance for the Future of Austria,"wie die Bereitschaft der Betroffenen, einen persönlichen Beitrag zur Integration zu leisten.",Integration,FAVOR
deu: Alliance‘90/Greens,Nach fünf Jahren müssen hier lebende AusländerInnen das Recht zur Einbürgerung erhalten,Integration,FAVOR
aus: Liberal Party of Australia,Our immigration programme will focus on skilled migrants targeting skills shortages and people who can make a contribution from day one in a job,Immigration,NONE
aus: Australian Greens,work with regional countries to protect refugees,Immigration,FAVOR
swe: Centre Party,Sverige har skrivit på FN:s barnkonvention.,Integration,FAVOR
usa: Democratic Party,America has always been a nation of immigrants.,Immigration,FAVOR
swe: Centre Party,Asylsökande ska bli informerade om sina rättigheter och skyldigheter,Integration,FAVOR
nor: Progress Party,"14.At alle lover og forvaltningsmessig  praksis som innebærer forskjells-behandling basert på rase, religion,  kultur eller etnisk bakgrunn, avskaffes.",Integration,FAVOR
aus: Australian Greens,abolish mandatory and indefinite detention of asylum seekers.,Immigration,FAVOR
nld: Labour Party,Ook als dat later wordt vastgesteld.,Immigration,AGAINST
swe: Moderate Coalition Party,Arbetslösheten är ungefär dubbelt så hög och andelen sysselsatta är ungefär tio procentenheter lägre bland utrikes födda jämfört med inrikes födda,Integration,FAVOR
deu: Alliance‘90/Greens,Das ”Asylbewerberleistungsgesetz” mit seinen diskriminierenden Regelungen wollen wir streichen,Immigration,FAVOR
deu: Free Democratic Party,"Eine Vielzahl der großen Herausforderungen unserer Zeit, wie der Klimawandel, die demographische Entwicklung, Migration, Hunger und Armut, Rohstoffversorgung und kriegerische Auseinandersetzungen können nur im globalen Maßstab gelöst werden.",Immigration,FAVOR
dnk: Socialist People’s Party,Over 500 .000 mennesker er i dag stødt udenfor arbejdsmarkedet.,Integration,FAVOR
nor: Socialist Left Party,"Kampen for likestilling innad i familien og i samfunnet møter motstand i alle kulturer, men kvinner med minoritetsbakgrunn kan oppleve dobbelt undertrykking, både på grunn av hudfarge, etnisk bakgrunn og tradisjon og fordi de er kvinner.",Integration,FAVOR
swe: Centre Party,samtidigt som den behövs för arbetsmarknaden.,Immigration,FAVOR
fin: Christian Democrats in Finland,Pakolaisuutta ehkäistään ensisijassa järkevällä kehitysyhteistyöllä ja humanitaarisella avulla.,Immigration,AGAINST
aut: Austrian People’s Party,"Im europäischen Gleichklang sollen Lösungen für jene Personen gefunden werden, die wegen kriegerischer Ereignisse aus ihrer Heimat flüchten, ohne individuell verfolgt zu sein.",Immigration,FAVOR
nor: Progress Party,Uansett må  det være den enkelte kommune som selv  bestemmer hvorvidt og i hvilket omfang  man skal motta flyktninger.,Immigration,AGAINST
nld: Labour Party,Er wordt zorg geboden waar noodzakelijk en in de opvang is recht op privacy.,Immigration,FAVOR
nld: Labour Party,"Dit betekent ook kansen bieden om de Nederlandse taal te leren, om mee te doen.",Integration,FAVOR
fin: Green Union,"Ei ole sattumaa, että turvapaikanhakijoita saapuu eniten juuri Afganistanista, Irakista ja Somaliasta.",Immigration,AGAINST
fin: Finnish Rural Party,"Tämä merkitsee sitä, että maahanmuuttaja, joka sopeutuu ja pystyy elättämään itse itsensä, on tervetullut.",Integration,FAVOR
esp: United Left,"- Equiparar la emigración española con una circunscripción electoral, posibilitando, de esta manera, la elección por su parte de representantes propios en el Senado.",Integration,FAVOR
dnk: Radical Party,"- medmenneskeligheden kræves; at Danmark yder beskyttelse til folk, der flygter fra forfølgelse eller risikoen for at blive forfulgt.",Immigration,FAVOR
dnk: Socialist People’s Party,Den har udvist systematisk ligegyldighed over for at udvikle Danmarks evne til at gå foran og presse på for europæisk og global miljøpolitik.,Immigration,NONE
fin: Finnish Rural Party,Monikulttuurisuutta ei pidä vaalia väheksymällä omaa kulttuuriamme.,Integration,AGAINST
deu: Alliance‘90/Greens,§ Das Einwanderungsland gestalten –,Immigration,FAVOR
deu: Alliance‘90/Greens,"Wer aufgrund seiner oder ihrer ethnischen Abstammung, Herkunft oder Zugehörigkeit, Hautfarbe, Nationalität, religiösen Anschauung, sexuellen Identität oder Behinderung benachteiligt wird, soll künftig einen Anspruch auf Schadensersatz und Schmerzensgeld haben",Integration,FAVOR
fin: Finnish Rural Party,"Perussuomalaiset eivät hyväksy kotouttamispolitiikan peruslähtökohdaksi sitä, että kantaväestön tulisi sopeutua maahanmuuttajien tapoihin tai että vieraista kulttuureista tuleville alettaisiin luoda heidän lähtömaansa kulttuuriin perustuvaa lainsäädäntöä ja viranomaiskäytäntöjä.",Integration,AGAINST
swe: Green Ecology Party,när barn har ett annat modersmål än svenska är att satsa mer på modersmålsundervisning.,Integration,FAVOR
deu: Social Democratic Party of Germany,Die Einbürgerung der hier Geborenen wurde wesentlich erleichtert.,Integration,FAVOR
aus: Palmer United Party,"Any person would require their valid passport to board the flight, so when arriving at the immigration hall we would know who they are and where they came from",Immigration,NONE
usa: Republican Party, and  help their  communities  avoid  isolation  from  the  mainstream  of  society.,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,"colectivos objeto de discriminación o en riesgo de exclusión social,",Integration,NONE
deu: Free Democratic Party,-   Für eine vielfältige und freie Gesellschaft.,Integration,FAVOR
aut: Austrian Social Democratic Party,"jedem legalen Zuwanderer und jeder legalen Zuwanderin ermöglichen, mit dem/der EhepartnerIn und ihren minderjährigen Kindern nach Österreich zu kommen,",Immigration,FAVOR
deu: Social Democratic Party of Germany,das friedliche Zusammenleben zu gewährleisten,Integration,FAVOR
deu: Alliance‘90/Greens,"Viele Abschiebungen verlaufen unter großem Protest mit der Angst, dass die Abgeschobenen in ihren Herkunftsländern wieder verfolgt werden.",Immigration,FAVOR
aut: Austrian People’s Party,Einrichtung eines unabhängigen Bundes-Asyl-Gerichts.,Immigration,AGAINST
deu: Alliance‘90/Greens,"Vielen Kindern und Jugendlichen, insbesondere Kindern mit Migrationshintergrund, fehlen sogar elementare Grundkenntnisse, weil sie keine individuelle Förderung erfahren.",Integration,NONE
nld: People’s Party for Freedom and Democracy ,"Inburgeraars gaan dit examen zelf betalen, eventueel ondersteund met een leenfaciliteit.",Integration,FAVOR
swe: Moderate Coalition Party,Alla människor har samma rätt till ett värdigt liv.,Integration,FAVOR
can: Conservative Party of Canada,"o nous avons reconnu le rejet délibéré des réfugiés juifs avant et pendant la Deuxième Guerre mondiale, l'internement de « sujets de pays ennemis» pendant les deux Guerres mondiales, et l'incident du Komagata Maru en 1914; et",Immigration,NONE
nor: Centre Party,", samtidig som vi fokuserer på tiltak som gjør at flest mulig gjennomfører utdanningen.",Integration,FAVOR
nor: Norwegian Labour Party,Arbeiderpartiet vil opprettholde dette kravet.,Immigration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Auswärtige Kultur- und Bildungspolitik erschließt uns andere Länder und Kulturkreise.,Immigration,FAVOR
nor: Centre Party,Kultur handler om identitet og tilhørighet og spiller en viktig rolle i personlig utvikling og selvstendighet.,Integration,FAVOR
esp: United Left,"Impulsar la reforma del Código Civil en materia de nacionalidad para hacerla más accesible, especialmente a las personas de nacionalidad extranjera nacidas en territorio del Estado.",Integration,FAVOR
deu: The Left,"Wer nach einem zermürbenden Anerkennungsverfahren politisches Asyl erhält, sieht sich immer häufiger Asyl-Widerrufsverfahren ausgesetzt, wenn die Behörden der Ansicht sind, die Lage im Herkunftsland habe sich geändert.",Immigration,NONE
aut: Austrian People’s Party,und denen aus anderen Gebieten der Welt.,Immigration,NONE
can: Quebec Bloc,"La Section d'appel des réfugiés (SAR) est pourtant une instance bien plus efficace pour traiter les demandeurs déboutés que ne peuvent l'être les autres recours existants, sans oublier que la SAR permet un traitement beaucoup plus équitable des demandes d'asile.",Immigration,FAVOR
esp: Canarian Coalition,"El sueño del éxito americano sólo ha sido posible para unos pocos emigrantes y muchos de nuestros paisanos, que abandonaron su tierra en busca que una mejor vida, sufren ahora después de tanto esfuerzo y trabajo una grave situación de soledad y precariedad máxima, lo que ha hecho necesaria la intervención del Gobierno canario con la creación de Casas de Acogida o la ﬁnanciación de plazas en residencias de ancianos.",Integration,FAVOR
che: Radical Democratic Party,"Die Bilateralen  sind  unser  Königsweg,  den  die  SVP  mit  ihren Provokationen gegen die EU ebenso gefährdet wie die SP mit dem Lamento vom Ende der  Bilateralen.",Immigration,FAVOR
dnk: Liberals,Vi skal gøre op med parallelsamfund det er afgørende for en egentlig integration.,Integration,AGAINST
che: Social Democratic Party of Switzerland ,Es gibt zahlreiche Gründe für das Misstrauen der Bevölkerung gegenüber Ausländerinnen und Ausländern: die wichtigste liegt in der Passivität der Behörden gegenüber Verunglimpfungskampagnen gegen diese Menschen.,Integration,AGAINST
swe: Left Communists Party,Den som har varit utsatt för sexuell exploatering,Integration,FAVOR
aut: Austrian People’s Party,Der Aktionsplan geht aber auch auf die Frage einer europäischen Migrationspolitik ein.,Immigration,NONE
nld: Christian Union,"Die rechtsstaat, die sterk beïnvloed is door de waarden van het christendom, maakt alle burgers voor de wet gelijk.",Integration,FAVOR
esp: Spanish Socialist Workers’ Party,"Estableciendo los instrumentos adecuados para distinguir a los refugiados y las personas que se han visto obligadas a abandonar sus países por sufrir persecución, (a quienes se debe proporcionar protección), de aquellas personas inmigrantes que, no requiriendo protección internacional, su entrada y residencia en España sólo puede realizarse de manera ordenada desde los países de origen y a través de los cauces legalmente establecidos.",Immigration,AGAINST
aut: Alliance for the Future of Austria,"Gleichzeitig müssen die erfolgreichen Maßnahmen gegen ausländische sowie psychisch kranke oder auffällige Straftäter fortgesetzt und ausgebaut werden, damit der hohe österreichische Sicherheitsstandard gewährleistet bleibt.",Integration,AGAINST
dnk: Liberals,VK-regeringen strammede udlændingepolitikken som lovet før sidste valg.,Immigration,AGAINST
nld: Christian Union,"Segregatie en wederzijdse vervreemding moeten worden voorkomen, ook in het onderwijs (zie ook de kader Bijzonder Onderwijs).",Integration,FAVOR
irl: Green Party,Our immigration policy will focus on introducing a fair system to regulate entry to the country that will also respect the rights and entitlements of immigrants.,Immigration,FAVOR
che: Christian Social Party,"Auch bei konsequenter Einreisekontrolle wird es immer wieder Personen geben, die illegal einreisen.",Immigration,AGAINST
swe: Liberal People’s Party,"Folkpartiet står för ett alternativ, en socialliberal samhällsmodell.",Integration,FAVOR
deu: Free Democratic Party,"Die Integration kann jedoch auch durch doppelte Staatsbürgerschaft gefördert werden, wie die vielen Fälle von gut integrierten Mitbürgern mit Doppelstaatsbürgerschaft zeigen.",Integration,FAVOR
che: Social Democratic Party of Switzerland ,Die öffentliche Volksschule ist die wichtigste Institution der sozialen Integration.,Integration,NONE
nor: Progress Party,. Uten å ta stilling til dette på internasjonal basis mener Fremskrittspartiet at denne konvensjonen er irrelevant som instrument for å regulere forholdet mellom samisk og norsk etnisitet i vårt land,Integration,AGAINST
esp: Popular Party,La nación española es sociedad de acogida.,Integration,FAVOR
can: Quebec Bloc,"En vertu de l'entente Cullen-Couture conclue en 1978 et de l'accord Canada-Québec signé en 1991, le Québec est assuré d'une certaine autonomie en matière d'immigration, puisqu'il détient [a responsabilité exclusive de la sélection des immigrants indépendants - travailleurs et gens d'affaires - et de l'établissement des réfugiés qui désirent s'installer au Québec.",Immigration,NONE
nld: Christian Democratic Appeal,"Er komen verplichte duale inburgeringscur-sussen voor allochtone ouders, die kinderen opvoeden.",Integration,AGAINST
dnk: Danish People’s Party,"– og ingen kan være tjent med, at vi i misforstået godhed lader værdier som frihed, ligestilling og demokrati underminere.",Immigration,AGAINST
nor: Conservative Party,Forsterket norskopplæring skal gi minoritetsspråklige elever tilstrekkelige kunnskaper og ferdigheter til å kunne følge den vanlige opplæringen i skolen.,Integration,FAVOR
aut: The Greens,Für uns Grüne bedeutet Integration Mitbestimmung und Mitverantwortung.,Integration,FAVOR
esp: Canarian Coalition,"La experiencia acumulada en estos años de autogobierno, la globalización, la emergencia de nuevos mercados, los grandes ﬂujos migratorios o los procesos de ampliación de la Unión Europea son sólo algunas de las circunstancias que exigen, en todo caso, la actualización de los instrumentos de gestión propia previstos en el Estatuto de Autonomía para favorecer el progreso del Archipiélago.",Immigration,NONE
deu: Alliance‘90/Greens,Ein wichtiges Ziel inklusiver Politik ist die religiöse und weltanschauliche Gleichberechtigung aller Menschen.,Integration,FAVOR
aut: Austrian People’s Party,"Für bessere Kontakte mit den alt-österreichischen Minderheiten in Europa wollen wir eine Koordinationsstelle schaffen, die den Österreich-Bezug unterstützen soll.",Immigration,FAVOR
aut: Austrian People’s Party,und zu einer eindeutigen Integrationsbereitschaft durch den Nachweis ausreichender Sprachkenntnisse.,Integration,NONE
deu: Alliance‘90/Greens,"Themen für einen so finanzierten grünen Zukunftsfonds gibt es viele: Nachhaltige Energiekonzepte, die Kreativwirtschaft, die Bedürfnisse älterer Menschen, die Einwanderung oder den Tourismus.",Integration,FAVOR
aut: Austrian People’s Party,"Die jüngste Änderung des Staatsbürgerschaftsgesetzes hat, wie Statistiken zeigen, ihre Wirkung: Es kommt zu einer Vereinheitlichung der Verleihungsfristen in den einzelnen Bundesländern",Integration,FAVOR
nld: Green Left,Foute imams kunnen radicalisering aanwakkeren.,Integration,AGAINST
nld: Christian Democratic Appeal,"Indien na het verstrijken van de wettelijke vertrek-termijn nog geen vervangend reisdocument is ontvangen, wordt de opvang voortgezet zolang de betrokken vreemdeling kan aantonen dat hij activiteiten onderneemt om te voldoen aan de voorwaarden van de ambassade om zijn identiteit en/of nationaliteit aannemelijk te maken.",Immigration,NONE
nld: Christian Democratic Appeal,Wel staat het draagvlak voor de toelating van vreemdelingen in Nederland onder druk.,Immigration,NONE
dnk: Socialist People’s Party,"stramninger af udlændingelovgivningen,",Immigration,NONE
dnk: Radical Party,"- retssikkerheden kræver, at asylansøgere ikke behandles efter politisk vilkårlighed.",Immigration,FAVOR
esp: United Left,"- El cupo o contingente para el año 2000 debe realizarse, de acuerdo con la Ley, previa consulta con los Sindicatos y el Foro de la inmigración.",Immigration,NONE
fin: Finnish Rural Party,"Suomessa on edelleen niin paljon työttömiä, että ennen kuin lähdetään hakemaan ratkaisua yhteiskuntamme moniin ongelmiin uusista maahanmuuttajista, on ihmisoikeuksienkin kannalta tarpeellista etsiä työtä maassamme jo oleville syntyperäisille sekä maahan muuttaneille.",Immigration,AGAINST
nor: Norwegian Labour Party,"Likeverd, solidaritet, rettferdighet og en god fordelingspolitikk er bærebjelkene for Arbeiderpartiets integreringspolitikk.",Integration,FAVOR
deu: Party of Democratic Socialism,"Die Bundesregierung hat mit der vor allem in Wahlkampfzeiten verschärften Kampagne zu “Asyl- und Sozialmißbrauch” und “Ausländerkriminalität” maßgeblich dazu beigetragen, daß eine Atmosphäre der Feindseligkeit gegenüber Menschen ohne deutschem Paß entstanden ist",Immigration,AGAINST
aut: Austrian Freedom Party,(2) Eine unbeschränkte Zuwanderung würde die ansässige Bevölkerung hinsichtlich ihrer aktiven Integrationsfähigkeit überfordern und dadurch deren Recht auf Wahrung und Schutz der eigenen Heimat gefährden.,Integration,AGAINST
dnk: Liberals,Vi vil øge beskæftigelsen blandt ikkevestlige indvandrere og efterkommere med mindst 10 procent.,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,La globalización es también un proceso acerca de la equidad en un mundo integrado.,Integration,FAVOR
dnk: Danish People’s Party,"Personlig sikkerhed, velfærd, uddannelse og arbejde – det er faktisk ikke kun gavmilde tilbud til indvandrerne, det er klokkeklare krav.",Immigration,FAVOR
esp: Basque Nationalist Party,Apoyar e impulsar la extensión de los servicios generales a la población inmigrante canalizando las acciones específicas a través de los programas existentes como vía hacia la normalización de la situación.,Integration,FAVOR
usa: Democratic Party,"Like the immigrants that came before them, today’s immigrants will shape their own destinies and enrich our country.",Integration,FAVOR
che: Social Democratic Party of Switzerland ,"10.Gemeinden  und Kantone sollen Massnahmen treffen, damit Migrantinnen und Migranten Vorschulaktivitäten für ihre Kinder kennen, diese hinschicken und finanzielle Unterstützung bekommen.",Integration,FAVOR
esp: Spanish Socialist Workers’ Party,abrir mayores cauces para la migración legal e incentivar la lucha contra las mafias que se benefician de la emigración irregular.,Immigration,FAVOR
nld: Christian Union,"De leefomstandigheden voor asielzoekers en vooral voor kinderen, moeten sterk worden verbeterd.",Immigration,FAVOR
nld: Green Left,Europese scholieren en studenten lopen steeds vaker een tijdje stage in een ander land van de Europese Unie.,Integration,FAVOR
nld: Labour Party,Veel mensen voelen zich onvoldoende vertegenwoordigd in het politieke systeem.,Integration,NONE
swe: Moderate Coalition Party,Klyftorna vidgas socialt och ekonomiskt.,Integration,FAVOR
nor: Liberal Party,Venstre mener at et mangfoldig samfunn er et godt samfunn.,Integration,FAVOR
deu: Alliance‘90/Greens,"Dazu gehört die Anerkennung von Vielfalt, vielfältigen Lebensweisen und Identitäten.",Integration,FAVOR
aut: Alliance for the Future of Austria,•   Senkung der Zahl der Ausländer in den kommenden drei Jahren um 30 Prozent.,Immigration,AGAINST
dnk: Danish People’s Party,Indvandrerstoppet skal fastholdes,Immigration,AGAINST
dnk: Centre Democrats,Flest opholdstilladelser er givet tilsomaliere.,Immigration,NONE
deu: The Left,• Chancengleichheit für Menschen mit Behinderungen sichern:,Integration,FAVOR
deu: Free Democratic Party,"Deutschland braucht ein umfassendes Integrationskonzept auf allen Ebenen - der Kommune, des Landes und des Bundes.",Integration,FAVOR
che: Swiss People’s Party,"fordert die separate Unterrichtung von fremdsprachi-gen Kindern, wo nötig; dieser Unterricht ist von den  Eltern mitzufinanzieren;",Integration,AGAINST
swe: Christian Democratic Community Party ,Kristdemokraterna är emot främlingsfientlighet i alla former.,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,Om de leefbaarheid en integratie in achterstandswijken te verbeteren kunnen we veel doen.,Integration,FAVOR
esp: United Left,"Garantizar la acogida y tutela de los menores extranjeros no acompañados o en desamparo, en cumplimiento estricto de los tratados internacionales y de la Ley del Menor.",Integration,FAVOR
esp: Spanish Socialist Workers’ Party,"El PSOE quiere promover políticas migratorias desde un enfoque integral, comprometidas con la gestión ordenada y legal de los flujos migratorios, y basadas en la corresponsabilidad y la solidaridad de todos los países implicados.",Immigration,FAVOR
nor: Centre Party,og fungerer også som sosiale institusjoner og kulturbærere.,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,"Es de especial relevancia lograr la coordinación de nuestras fuerzas de seguridad destinadas en fronteras, con el cuerpo de asistencia europeo FRONTEX.",Immigration,AGAINST
esp: Popular Party,Impulsaremos la generación de oportunidades y la movilidad social.,Immigration,FAVOR
dnk: Radical Party,"Radikale Venstre ønsker, at Danmark skal tage et medansvar for, hvordan flygtninge og asylansøgere modtages og behandles i Europa.",Immigration,NONE
nld: Socialist Party,Het hoge aantal afwijkende oordelen van de rechtbanken laat zien dat de procedure van de Immigratie- en naturalisatiedienst op dit moment allesbehalve foutloos is.,Immigration,AGAINST
nor: Socialist Left Party,og Norge må arbeide for at FNs retningslinjer for vern av internt fordrevne blir etterlevd,Immigration,AGAINST
swe: Liberal People’s Party,"En halv miljon människor bor i dessa utanförskapsområden,",Integration,NONE
deu: Alliance‘90/Greens,"und setzen uns für einheitliche, hohe Asylstandards in allen Mitgliedsländern ein.",Immigration,FAVOR
che: Social Democratic Party of Switzerland ,Die schweizerische humanitäre Tradition muss erhalten und verstärkt werden im Sinne eines echten Rechts auf Asyl.,Immigration,FAVOR
nor: Progress Party,". arbeidstakere med utenlandsk statsborgerskap må ha rett og plikt til opptjening av pensjonspoeng under folketrygden, og rett til helsetjenester",Integration,FAVOR
esp: Popular Party,"y el reconocimiento de las cualificaciones profesionales de los inmigrantes, como vía de integración mediante el ejercicio de su profesión, sin perjuicio de las necesarias garantías académicas.",Integration,FAVOR
nld: Christian Union,Het opkomen voor de vreemdeling is een christelijke roeping.,Integration,FAVOR
aut: Austrian People’s Party,Die Beherrschung der deutschen Sprache ist eine wichtige Voraussetzung der Integration,Integration,NONE
nor: Christian People’s Party,", og vurdere å innføre yrkesopplæring i asylmottakene.",Integration,FAVOR
esp: Commitment-Q,Se transﬁeran a las Comunidades Autónomas la competencia para la expedición de permisos de trabajo y residencia a los inmigrantes.,Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Auch in Zukunft werden wir Flüchtlingen helfen.,Immigration,FAVOR
nor: Socialist Left Party,. Pensjonsrettighetene til innvandrere med kort botid i Norge må sikres,Integration,FAVOR
nld: Christian Democratic Appeal,"Ze hebben werk, hun kinderen hebben hun draai gevonden in het onderwijs, ze doen mee met sociale activiteiten.",Integration,FAVOR
nor: Socialist Left Party,"SV ønsker at det skal være mulig for flere å søke arbeid i Norge, også for folk fra andre verdensdeler enn Europa.",Immigration,FAVOR
nld: Christian Union,Re-integratietrajecten bieden uitzicht op minimaal 1 jaar werk.,Integration,AGAINST
dnk: Christian People’s Party,Integration er et fælles ansvar.,Integration,FAVOR
fin: Finnish Rural Party,Samoin maahanmuuttajalle voidaan luoda taloudellisia kannustimia oppia suomen kieltä.,Integration,FAVOR
nld: Socialist Party,Voor hen gelden dezelfde rechten en plichten als voor iedereen.,Integration,NONE
deu: Christian Democratic Union/C.Social Union ,"Er vermag es, Menschen über die Grenzen der Sprachen, Kulturen und Religionen hinweg zusammenzubringen und dabei Werte und Normen zu vermitteln.",Integration,FAVOR
deu: Alliance‘90/Greens,"Zeuginnen, die den Mut aufbringen gegen die Täter auszusagen, brauchen ein sicheres Aufenthaltsrecht in Deutschland.",Immigration,FAVOR
aus: Australian Greens,"The Greens believe refugees should be treated fairly, with compassion and with dignity.",Integration,FAVOR
nor: Centre Party,"Tendenser til fremmedfrykt og rasismexe \""rasisme\"" i samfunnet må motvirkes på alle plan.",Integration,FAVOR
deu: The Left,"Die systematische Ausgrenzung von sozial Benachteiligten, Migrantinnen und Migranten, von chronisch Kranken und Menschen mit Behinderungen ist in Deutschland so extrem wie in keinem anderen europäischen Land.",Integration,FAVOR
aut: Austrian People’s Party,"Dazu gehört es für uns aber auch, sich mit dem historischen und kulturellen Hintergrund unseres Landes auseinanderzusetzen",Integration,FAVOR
dnk: Danish People’s Party,"Udlændinge, der idømmes fængselsstraffer i landet, skal fremover afsone straffen i et fængsel i borgerens eget land.",Integration,AGAINST
che: Green Party of Switzerland,Männer verdienen durchschnittlich monatlich rund 1000 Fr. oder 20 Prozent mehr als Frauen!,Integration,AGAINST
nzl: Maori Party,• All new citizens to complete a course in the history of Aotearoa and the Pacific as part of receiving citizenship.,Integration,NONE
irl: United Left Alliance,End all anti-asylum seeker and anti-immigrant laws and bias by the state.,Immigration,FAVOR
aus: Australian Greens,monitor access and equity outcomes for Australia's culturally and linguistically diverse community and include this data in annual reports and reports to Parliament.,Integration,FAVOR
aut: Austrian Freedom Party,"In diesem Zusammenhang treten wir aber auch dafür ein, dass nach Möglichkeit Hilfe vor Ort geleistet wird.",Immigration,AGAINST
nor: Socialist Left Party,". Et slikt samfunn må legge til rette for at alle får samme mulighet til livsutfoldelse, arbeid og deltakelse.",Integration,FAVOR
fin: Green Union,ja monikulttuurisuuden tulee näkyä kouluissa.,Integration,FAVOR
nld: Reformed Political Party,"Hiermee handelen we helemaal in lijn met een van de beste tradities van Nederland, lange tijd een toevluchtsoord voor mensen die ter wille van hun geloof werden vervolgd.",Immigration,FAVOR
deu: Party of Democratic Socialism,Die intellektuelle Debatte in der Bundesrepublik hat an gesellschaftskritischer Dimension gewonnen.,Integration,FAVOR
nor: Progress Party,. asylsøknader bør behandles i løpet av maksimalt en måned,Immigration,FAVOR
nor: Socialist Left Party,"Flyktninger og asylsøkeres situasjon på mottakene må forbedres både økonomisk og sosialt gjennom å tilby norskopplæring, velferdstilbud og psykiatrisk hjelp.",Integration,FAVOR
deu: The Left,Die unwürdigen öffentlichen Diskussionen über die Höhe der finanziellen Ausstattung der Minderheitenpolitik müssen der Vergangenheit angehören.,Integration,FAVOR
esp: United Left,"Si antes decíamos que el reconocimiento, en la Constitución y en las leyes, de los Derechos y Libertades fundamentales, no implica que éstos sean respetados automáticamente, en el caso de las minorías étnicas o por razón de su origen, encontramos que esos derechos, o bien no son reconocidos en su totalidad (inmigrantes de paises no comunitarios), o bien que estándolo de manera genérica no se han creado las condiciones para el ejercicio efectivo de los mismos (minoría gitana española).",Integration,NONE
deu: Christian Democratic Union/C.Social Union ,"Weitere Projekte, die sich für Aussöhnung und Völkerverständigung einsetzen, wie beispielsweise das Sudetendeutsche Museum in München, wollen wir weiterhin unterstützen.",Integration,FAVOR
